fips,nameState,nameCounty,abState,population,area
16043,Idaho,Fremont County,ID,13242,1863.525
16045,Idaho,Gem County,ID,16719,560.9
16047,Idaho,Gooding County,ID,15464,728.973
16049,Idaho,Idaho County,ID,16267,8477.352
16051,Idaho,Jefferson County,ID,26140,1093.501
16053,Idaho,Jerome County,ID,22374,597.185
16055,Idaho,Kootenai County,ID,138494,1244.125
16057,Idaho,Latah County,ID,37244,1075.996
16059,Idaho,Lemhi County,ID,7936,4563.387
16061,Idaho,Lewis County,ID,3821,478.795
16063,Idaho,Lincoln County,ID,5208,1201.405
16065,Idaho,Madison County,ID,37536,469.206
16067,Idaho,Minidoka County,ID,20069,757.591
16069,Idaho,Nez Perce County,ID,39265,848.092
16071,Idaho,Oneida County,ID,4286,1200.061
16073,Idaho,Owyhee County,ID,11526,7665.511
16075,Idaho,Payette County,ID,22623,406.867
16077,Idaho,Power County,ID,7817,1404.244
16079,Idaho,Shoshone County,ID,12765,2629.665
16081,Idaho,Teton County,ID,10170,449.456
16083,Idaho,Twin Falls County,ID,77230,1921.213
16085,Idaho,Valley County,ID,9862,3664.515
16087,Idaho,Washington County,ID,10198,1452.982
17001,Illinois,Adams County,IL,67103,855.202
17003,Illinois,Alexander County,IL,8238,235.509
17005,Illinois,Bond County,IL,17768,380.279
17007,Illinois,Boone County,IL,54165,280.719
17009,Illinois,Brown County,IL,6937,305.607
17011,Illinois,Bureau County,IL,34978,869.031
17013,Illinois,Calhoun County,IL,5089,253.825
17015,Illinois,Carroll County,IL,15387,444.807
17017,Illinois,Cass County,IL,13642,375.818
17019,Illinois,Champaign County,IL,201081,996.266
17021,Illinois,Christian County,IL,34800,709.377
17023,Illinois,Clark County,IL,16335,501.418
17025,Illinois,Clay County,IL,13815,468.316
17027,Illinois,Clinton County,IL,37762,474.085
17029,Illinois,Coles County,IL,53873,508.291
17031,Illinois,Cook County,IL,5194675,945.326
17033,Illinois,Crawford County,IL,19817,443.629
17035,Illinois,Cumberland County,IL,11048,346.024
17037,Illinois,DeKalb County,IL,105160,631.307
17039,Illinois,De Witt County,IL,16561,397.513
17041,Illinois,Douglas County,IL,19980,416.665
17043,Illinois,DuPage County,IL,916924,327.499
17045,Illinois,Edgar County,IL,18576,623.374
17047,Illinois,Edwards County,IL,6721,222.416
17049,Illinois,Effingham County,IL,34242,478.777
17051,Illinois,Fayette County,IL,22140,716.482
17053,Illinois,Ford County,IL,14081,485.616
17055,Illinois,Franklin County,IL,39561,408.889
17057,Illinois,Fulton County,IL,37069,865.595
17059,Illinois,Gallatin County,IL,5589,323.071
17061,Illinois,Greene County,IL,13886,543.019
17063,Illinois,Grundy County,IL,50063,418.043
17065,Illinois,Hamilton County,IL,8457,434.665
17067,Illinois,Hancock County,IL,19104,793.726
17069,Illinois,Hardin County,IL,4320,177.528
17071,Illinois,Henderson County,IL,7331,378.872
17073,Illinois,Henry County,IL,50486,822.985
17075,Illinois,Iroquois County,IL,29718,1117.316
17077,Illinois,Jackson County,IL,60218,584.081
17079,Illinois,Jasper County,IL,9698,494.51
17081,Illinois,Jefferson County,IL,38827,571.169
17083,Illinois,Jersey County,IL,22985,369.271
17085,Illinois,Jo Daviess County,IL,22678,601.087
17087,Illinois,Johnson County,IL,12582,343.915
17089,Illinois,Kane County,IL,515269,520.058
17091,Illinois,Kankakee County,IL,113449,676.556
17093,Illinois,Kendall County,IL,114736,320.335
17095,Illinois,Knox County,IL,52919,716.395
17097,Illinois,Lake County,IL,703462,443.67
17099,Illinois,LaSalle County,IL,113924,1135.124
17101,Illinois,Lawrence County,IL,16833,372.178
17103,Illinois,Lee County,IL,36031,724.896
17105,Illinois,Livingston County,IL,38950,1044.285
17107,Illinois,Logan County,IL,30305,618.059
17109,Illinois,McDonough County,IL,32612,589.407
17111,Illinois,McHenry County,IL,308760,603.171
17113,Illinois,McLean County,IL,169572,1183.378
17115,Illinois,Macon County,IL,110768,580.689
17117,Illinois,Macoupin County,IL,47765,862.906
17119,Illinois,Madison County,IL,269282,715.582
17121,Illinois,Marion County,IL,39437,572.363
17123,Illinois,Marshall County,IL,12640,386.789
17125,Illinois,Mason County,IL,14666,539.238
17127,Illinois,Massac County,IL,15429,237.218
17129,Illinois,Menard County,IL,12705,314.437
17131,Illinois,Mercer County,IL,16434,561.202
17133,Illinois,Monroe County,IL,32957,385.011
17135,Illinois,Montgomery County,IL,30104,703.687
17137,Illinois,Morgan County,IL,35547,568.791
17139,Illinois,Moultrie County,IL,14846,335.943
17141,Illinois,Ogle County,IL,53497,758.574
17143,Illinois,Peoria County,IL,186494,619.209
17145,Illinois,Perry County,IL,22350,441.761
17147,Illinois,Piatt County,IL,16729,439.202
17149,Illinois,Pike County,IL,16430,831.381
17151,Illinois,Pope County,IL,4470,368.77
17153,Illinois,Pulaski County,IL,6161,199.185
17155,Illinois,Putnam County,IL,6006,160.161
17157,Illinois,Randolph County,IL,33476,575.5
17159,Illinois,Richland County,IL,16233,359.99
17161,Illinois,Rock Island County,IL,147546,427.636
17163,Illinois,St. Clair County,IL,270056,657.759
17165,Illinois,Saline County,IL,24913,379.819
17167,Illinois,Sangamon County,IL,197465,868.302
17169,Illinois,Schuyler County,IL,7544,437.273
17171,Illinois,Scott County,IL,5355,250.913
17173,Illinois,Shelby County,IL,22363,758.523
17175,Illinois,Stark County,IL,5994,288.079
17177,Illinois,Stephenson County,IL,47711,564.523
17179,Illinois,Tazewell County,IL,135394,648.974
17181,Illinois,Union County,IL,17808,413.459
17183,Illinois,Vermilion County,IL,81625,898.368
17185,Illinois,Wabash County,IL,11947,223.252
17187,Illinois,Warren County,IL,17707,542.405
17189,Illinois,Washington County,IL,14716,562.572
17191,Illinois,Wayne County,IL,16760,713.814
17193,Illinois,White County,IL,14665,494.766
17195,Illinois,Whiteside County,IL,58498,684.25
17197,Illinois,Will County,IL,677560,836.908
17199,Illinois,Williamson County,IL,66357,420.149
17201,Illinois,Winnebago County,IL,295266,513.362
17203,Illinois,Woodford County,IL,38664,527.799
18001,Indiana,Adams County,IN,34387,339.028
18003,Indiana,Allen County,IN,355329,657.308
18005,Indiana,Bartholomew County,IN,76794,406.908
18007,Indiana,Benton County,IN,8854,406.418
18009,Indiana,Blackford County,IN,12766,165.08
18011,Indiana,Boone County,IN,56640,422.913
18013,Indiana,Brown County,IN,15242,311.981
18015,Indiana,Carroll County,IN,20155,372.224
18017,Indiana,Cass County,IN,38966,412.155
18019,Indiana,Clark County,IN,110232,372.855
18021,Indiana,Clay County,IN,26890,357.542
18023,Indiana,Clinton County,IN,33224,405.07
18025,Indiana,Crawford County,IN,10713,305.643
18027,Indiana,Daviess County,IN,31648,429.487
18029,Indiana,Dearborn County,IN,50047,305.034
18031,Indiana,Decatur County,IN,25740,372.568
18033,Indiana,DeKalb County,IN,42223,362.824
18035,Indiana,Delaware County,IN,117671,392.124
18037,Indiana,Dubois County,IN,41889,427.269
18039,Indiana,Elkhart County,IN,197559,463.17
18041,Indiana,Fayette County,IN,24277,215.014
18043,Indiana,Floyd County,IN,74578,147.935
18045,Indiana,Fountain County,IN,17240,395.656
18047,Indiana,Franklin County,IN,23087,384.43
18049,Indiana,Fulton County,IN,20836,368.388
18051,Indiana,Gibson County,IN,33503,487.486
18053,Indiana,Grant County,IN,70061,414.074
18055,Indiana,Greene County,IN,33165,542.495
18057,Indiana,Hamilton County,IN,274569,394.267
18059,Indiana,Hancock County,IN,70002,306.016
18061,Indiana,Harrison County,IN,39364,484.516
18063,Indiana,Hendricks County,IN,145448,406.911
18065,Indiana,Henry County,IN,49462,391.876
18067,Indiana,Howard County,IN,82752,293.057
18069,Indiana,Huntington County,IN,37124,382.651
18071,Indiana,Jackson County,IN,42376,509.312
18073,Indiana,Jasper County,IN,33478,559.625
18075,Indiana,Jay County,IN,21253,383.905
18077,Indiana,Jefferson County,IN,32428,360.631
18079,Indiana,Jennings County,IN,28525,376.583
18081,Indiana,Johnson County,IN,139654,320.427
18083,Indiana,Knox County,IN,38440,516.031
18085,Indiana,Kosciusko County,IN,77358,531.381
18087,Indiana,LaGrange County,IN,37128,379.624
18089,Indiana,Lake County,IN,496005,498.961
18091,Indiana,LaPorte County,IN,111467,598.299
18093,Indiana,Lawrence County,IN,46134,449.168
18095,Indiana,Madison County,IN,131636,451.915
18097,Indiana,Marion County,IN,903393,396.298
18099,Indiana,Marshall County,IN,47051,443.629
18101,Indiana,Martin County,IN,10334,335.737
18103,Indiana,Miami County,IN,36903,373.842
18105,Indiana,Monroe County,IN,137974,394.509
18107,Indiana,Montgomery County,IN,38124,504.613
18109,Indiana,Morgan County,IN,68894,403.969
18111,Indiana,Newton County,IN,14244,401.759
18113,Indiana,Noble County,IN,47536,410.843
18115,Indiana,Ohio County,IN,6128,86.14
18117,Indiana,Orange County,IN,19840,398.387
18119,Indiana,Owen County,IN,21575,385.288
18121,Indiana,Parke County,IN,17339,444.663
18123,Indiana,Perry County,IN,19338,381.727
18125,Indiana,Pike County,IN,12845,334.238
18127,Indiana,Porter County,IN,164343,418.153
18129,Indiana,Posey County,IN,25910,409.571
18131,Indiana,Pulaski County,IN,13402,433.649
18133,Indiana,Putnam County,IN,37963,480.528
18135,Indiana,Randolph County,IN,26171,452.379
18137,Indiana,Ripley County,IN,28818,446.426
18139,Indiana,Rush County,IN,17392,408.124
18141,Indiana,St. Joseph County,IN,266931,457.85
18143,Indiana,Scott County,IN,24181,190.397
18145,Indiana,Shelby County,IN,44436,411.147
18147,Indiana,Spencer County,IN,20952,396.744
18149,Indiana,Starke County,IN,23363,309.134
18151,Indiana,Steuben County,IN,34185,308.939
18153,Indiana,Sullivan County,IN,21475,447.142
18155,Indiana,Switzerland County,IN,10613,220.633
18157,Indiana,Tippecanoe County,IN,172780,499.806
18159,Indiana,Tipton County,IN,15936,260.541
18161,Indiana,Union County,IN,7516,161.224
18163,Indiana,Vanderburgh County,IN,179703,233.475
18165,Indiana,Vermillion County,IN,16212,256.878
18167,Indiana,Vigo County,IN,107848,403.313
18169,Indiana,Wabash County,IN,32888,412.434
18171,Indiana,Warren County,IN,8508,364.681
18173,Indiana,Warrick County,IN,59689,384.815
18175,Indiana,Washington County,IN,28262,513.725
18177,Indiana,Wayne County,IN,68917,401.74
18179,Indiana,Wells County,IN,27636,368.087
18181,Indiana,White County,IN,24643,505.125
18183,Indiana,Whitley County,IN,33292,335.569
19001,Iowa,Adair County,IA,7682,569.271
19003,Iowa,Adams County,IA,4029,423.439
19005,Iowa,Allamakee County,IA,14330,639.082
19007,Iowa,Appanoose County,IA,12887,497.292
19009,Iowa,Audubon County,IA,6119,442.961
19011,Iowa,Benton County,IA,26076,716.265
19013,Iowa,Black Hawk County,IA,131090,565.769
19015,Iowa,Boone County,IA,26306,571.569
19017,Iowa,Bremer County,IA,24276,435.477
19019,Iowa,Buchanan County,IA,20958,571.02
19021,Iowa,Buena Vista County,IA,20260,574.915
19023,Iowa,Butler County,IA,14867,580.131
19025,Iowa,Calhoun County,IA,9670,569.968
19027,Iowa,Carroll County,IA,20816,569.437
19029,Iowa,Cass County,IA,13956,564.269
19031,Iowa,Cedar County,IA,18499,579.436
19033,Iowa,Cerro Gordo County,IA,44151,568.313
19035,Iowa,Cherokee County,IA,12072,576.906
19037,Iowa,Chickasaw County,IA,12439,504.38
19039,Iowa,Clarke County,IA,9286,431.167
19041,Iowa,Clay County,IA,16667,567.238
19043,Iowa,Clayton County,IA,18129,778.539
19045,Iowa,Clinton County,IA,49116,694.915
19047,Iowa,Crawford County,IA,17096,714.19
19049,Iowa,Dallas County,IA,66135,588.447
19051,Iowa,Davis County,IA,8753,502.188
19053,Iowa,Decatur County,IA,8457,531.881
19055,Iowa,Delaware County,IA,17764,577.756
19057,Iowa,Des Moines County,IA,40325,416.123
19059,Iowa,Dickinson County,IA,16667,380.606
19061,Iowa,Dubuque County,IA,93653,608.305
19063,Iowa,Emmet County,IA,10302,395.883
19065,Iowa,Fayette County,IA,20880,730.811
19067,Iowa,Floyd County,IA,16303,500.632
19069,Iowa,Franklin County,IA,10680,581.972
19071,Iowa,Fremont County,IA,7441,511.15
19073,Iowa,Greene County,IA,9336,569.574
19075,Iowa,Grundy County,IA,12453,501.858
19077,Iowa,Guthrie County,IA,10954,590.62
19079,Iowa,Hamilton County,IA,15673,576.751
19081,Iowa,Hancock County,IA,11341,571.005
19083,Iowa,Hardin County,IA,17534,569.307
19085,Iowa,Harrison County,IA,14928,696.848
19087,Iowa,Henry County,IA,20145,434.328
19089,Iowa,Howard County,IA,9566,473.248
19091,Iowa,Humboldt County,IA,9815,434.352
19093,Iowa,Ida County,IA,7089,431.508
19095,Iowa,Iowa County,IA,16355,586.457
19097,Iowa,Jackson County,IA,19848,636.039
19099,Iowa,Jasper County,IA,36842,730.42
19101,Iowa,Jefferson County,IA,16843,435.51
19103,Iowa,Johnson County,IA,130882,614.04
19105,Iowa,Jones County,IA,20638,575.621
19107,Iowa,Keokuk County,IA,10511,579.179
19109,Iowa,Kossuth County,IA,15543,972.72
19111,Iowa,Lee County,IA,35862,517.518
19113,Iowa,Linn County,IA,211226,716.88
19115,Iowa,Louisa County,IA,11387,401.766
19117,Iowa,Lucas County,IA,8898,430.593
19119,Iowa,Lyon County,IA,11581,587.65
19121,Iowa,Madison County,IA,15679,561.006
19123,Iowa,Mahaska County,IA,22381,570.863
19125,Iowa,Marion County,IA,33309,554.534
19127,Iowa,Marshall County,IA,40648,572.501
19129,Iowa,Mills County,IA,15059,437.437
19131,Iowa,Mitchell County,IA,10776,469.133
19133,Iowa,Monona County,IA,9243,694.072
19135,Iowa,Monroe County,IA,7970,433.715
19137,Iowa,Montgomery County,IA,10740,424.097
19139,Iowa,Muscatine County,IA,42745,437.469
19141,Iowa,O'Brien County,IA,14398,573.035
19143,Iowa,Osceola County,IA,6462,398.684
19145,Iowa,Page County,IA,15932,534.942
19147,Iowa,Palo Alto County,IA,9421,563.844
19149,Iowa,Plymouth County,IA,24986,862.893
19151,Iowa,Pocahontas County,IA,7310,577.241
19153,Iowa,Polk County,IA,430640,573.795
19155,Iowa,Pottawattamie County,IA,93158,950.28
19157,Iowa,Poweshiek County,IA,18914,584.932
19159,Iowa,Ringgold County,IA,5131,535.498
19161,Iowa,Sac County,IA,10350,575.012
19163,Iowa,Scott County,IA,165224,458.089
19165,Iowa,Shelby County,IA,12167,590.779
19167,Iowa,Sioux County,IA,33704,768.332
19169,Iowa,Story County,IA,89542,572.818
19171,Iowa,Tama County,IA,17767,721.011
19173,Iowa,Taylor County,IA,6317,531.902
19175,Iowa,Union County,IA,12534,423.645
19177,Iowa,Van Buren County,IA,7570,484.789
19179,Iowa,Wapello County,IA,35625,431.833
19181,Iowa,Warren County,IA,46225,569.827
19183,Iowa,Washington County,IA,21704,568.835
19185,Iowa,Wayne County,IA,6403,525.437
19187,Iowa,Webster County,IA,38013,715.619
19189,Iowa,Winnebago County,IA,10866,400.489
19191,Iowa,Winneshiek County,IA,21056,689.868
19193,Iowa,Woodbury County,IA,102172,872.834
19195,Iowa,Worth County,IA,7598,400.123
19197,Iowa,Wright County,IA,13229,580.422
20001,Kansas,Allen County,KS,13371,500.303
20003,Kansas,Anderson County,KS,8102,579.646
20005,Kansas,Atchison County,KS,16924,431.172
20007,Kansas,Barber County,KS,4861,1134.073
20009,Kansas,Barton County,KS,27674,895.4
20011,Kansas,Bourbon County,KS,15173,635.471
20013,Kansas,Brown County,KS,9984,570.872
20015,Kansas,Butler County,KS,65880,1429.863
20017,Kansas,Chase County,KS,2790,773.06
20019,Kansas,Chautauqua County,KS,3669,638.881
20021,Kansas,Cherokee County,KS,21603,587.568
20023,Kansas,Cheyenne County,KS,2726,1019.887
20025,Kansas,Clark County,KS,2215,974.632
20027,Kansas,Clay County,KS,8535,645.301
20029,Kansas,Cloud County,KS,9533,715.342
20031,Kansas,Coffey County,KS,8601,626.947
20033,Kansas,Comanche County,KS,1891,788.298
20035,Kansas,Cowley County,KS,36311,1125.75
20037,Kansas,Crawford County,KS,39134,589.756
20039,Kansas,Decatur County,KS,2961,893.517
20041,Kansas,Dickinson County,KS,19754,847.072
20043,Kansas,Doniphan County,KS,7945,393.405
20045,Kansas,Douglas County,KS,110826,455.871
20047,Kansas,Edwards County,KS,3037,621.894
20049,Kansas,Elk County,KS,2882,644.265
20051,Kansas,Ellis County,KS,28452,899.912
20053,Kansas,Ellsworth County,KS,6497,715.847
20055,Kansas,Finney County,KS,36776,1301.967
20057,Kansas,Ford County,KS,33848,1098.271
20059,Kansas,Franklin County,KS,25992,571.756
20061,Kansas,Geary County,KS,34362,384.618
20063,Kansas,Gove County,KS,2695,1071.665
20065,Kansas,Graham County,KS,2597,898.522
20067,Kansas,Grant County,KS,7829,574.8
20069,Kansas,Gray County,KS,6006,868.867
20071,Kansas,Greeley County,KS,1247,778.45
20073,Kansas,Greenwood County,KS,6689,1143.3
20075,Kansas,Hamilton County,KS,2690,996.508
20077,Kansas,Harper County,KS,6034,801.269
20079,Kansas,Harvey County,KS,34684,539.754
20081,Kansas,Haskell County,KS,4256,577.521
20083,Kansas,Hodgeman County,KS,1916,859.992
20085,Kansas,Jackson County,KS,13462,656.217
20087,Kansas,Jefferson County,KS,19126,532.574
20089,Kansas,Jewell County,KS,3077,909.781
20091,Kansas,Johnson County,KS,544179,473.375
20093,Kansas,Kearny County,KS,3977,870.543
20095,Kansas,Kingman County,KS,7858,863.363
20097,Kansas,Kiowa County,KS,2553,722.639
20099,Kansas,Labette County,KS,21607,645.295
20101,Kansas,Lane County,KS,1750,717.455
20103,Kansas,Leavenworth County,KS,76227,462.831
20105,Kansas,Lincoln County,KS,3241,719.396
20107,Kansas,Linn County,KS,9656,594.059
20109,Kansas,Logan County,KS,2756,1072.994
20111,Kansas,Lyon County,KS,33690,847.474
20113,Kansas,McPherson County,KS,29180,898.274
20115,Kansas,Marion County,KS,12660,944.29
20117,Kansas,Marshall County,KS,10117,900.183
20119,Kansas,Meade County,KS,4575,978.088
20121,Kansas,Miami County,KS,32787,575.661
20123,Kansas,Mitchell County,KS,6373,701.792
20125,Kansas,Montgomery County,KS,35471,643.527
20127,Kansas,Morris County,KS,5923,695.279
20129,Kansas,Morton County,KS,3233,729.731
20131,Kansas,Nemaha County,KS,10178,717.427
20133,Kansas,Neosho County,KS,16512,571.472
20135,Kansas,Ness County,KS,3107,1074.75
20137,Kansas,Norton County,KS,5671,878.134
20139,Kansas,Osage County,KS,16295,705.518
20141,Kansas,Osborne County,KS,3858,892.504
20143,Kansas,Ottawa County,KS,6091,720.733
20145,Kansas,Pawnee County,KS,6973,754.263
20147,Kansas,Phillips County,KS,5642,885.877
20149,Kansas,Pottawatomie County,KS,21604,841.022
20151,Kansas,Pratt County,KS,9656,735.045
20153,Kansas,Rawlins County,KS,2519,1069.416
20155,Kansas,Reno County,KS,64511,1255.346
20157,Kansas,Republic County,KS,4980,717.371
20159,Kansas,Rice County,KS,10083,726.237
20161,Kansas,Riley County,KS,71115,609.771
20163,Kansas,Rooks County,KS,5181,890.533
20165,Kansas,Rush County,KS,3307,717.763
20167,Kansas,Russell County,KS,6970,886.26
20169,Kansas,Saline County,KS,55606,720.225
20171,Kansas,Scott County,KS,4936,717.544
20173,Kansas,Sedgwick County,KS,498365,997.512
20175,Kansas,Seward County,KS,22952,639.497
20177,Kansas,Shawnee County,KS,177934,544.016
20179,Kansas,Sheridan County,KS,2556,895.957
20181,Kansas,Sherman County,KS,6010,1056.066
20183,Kansas,Smith County,KS,3853,895.465
20185,Kansas,Stafford County,KS,4437,792.046
20187,Kansas,Stanton County,KS,2235,680.345
20189,Kansas,Stevens County,KS,5724,727.293
20191,Kansas,Sumner County,KS,24132,1181.941
20193,Kansas,Thomas County,KS,7900,1074.687
20195,Kansas,Trego County,KS,3001,889.478
20197,Kansas,Wabaunsee County,KS,7053,794.302
20199,Kansas,Wallace County,KS,1485,913.652
20201,Kansas,Washington County,KS,5799,894.756
20203,Kansas,Wichita County,KS,2234,718.568
20205,Kansas,Wilson County,KS,9409,570.418
20207,Kansas,Woodson County,KS,3309,497.82
20209,Kansas,Wyandotte County,KS,157505,151.6
21001,Kentucky,Adair County,KY,18656,405.283
21003,Kentucky,Allen County,KY,19956,344.338
21005,Kentucky,Anderson County,KY,21421,201.832
21007,Kentucky,Ballard County,KY,8249,246.659
21009,Kentucky,Barren County,KY,42173,487.541
21011,Kentucky,Bath County,KY,11591,278.792
21013,Kentucky,Bell County,KY,28691,359
21015,Kentucky,Boone County,KY,118811,246.359
21017,Kentucky,Bourbon County,KY,19985,289.719
21019,Kentucky,Boyd County,KY,49542,159.864
21021,Kentucky,Boyle County,KY,28432,180.169
21023,Kentucky,Bracken County,KY,8488,205.612
21025,Kentucky,Breathitt County,KY,13878,492.413
21027,Kentucky,Breckinridge County,KY,20059,567.172
21029,Kentucky,Bullitt County,KY,74319,297.024
21031,Kentucky,Butler County,KY,12690,426.088
21033,Kentucky,Caldwell County,KY,12984,344.791
21035,Kentucky,Calloway County,KY,37191,385.021
21037,Kentucky,Campbell County,KY,90336,151.308
21039,Kentucky,Carlisle County,KY,5104,189.434
21041,Kentucky,Carroll County,KY,10811,128.569
21043,Kentucky,Carter County,KY,27720,409.496
21045,Kentucky,Casey County,KY,15955,444.23
21047,Kentucky,Christian County,KY,73955,717.503
21049,Kentucky,Clark County,KY,35613,252.463
21051,Kentucky,Clay County,KY,21730,469.247
21053,Kentucky,Clinton County,KY,10272,197.246
21055,Kentucky,Crittenden County,KY,9315,359.952
21057,Kentucky,Cumberland County,KY,6856,305.182
21059,Kentucky,Daviess County,KY,96656,458.346
21061,Kentucky,Edmonson County,KY,12161,302.883
21063,Kentucky,Elliott County,KY,7852,234.315
21065,Kentucky,Estill County,KY,14672,253.078
21067,Kentucky,Fayette County,KY,295803,283.649
21069,Kentucky,Fleming County,KY,14348,348.542
21071,Kentucky,Floyd County,KY,39451,393.345
21073,Kentucky,Franklin County,KY,49285,207.747
21075,Kentucky,Fulton County,KY,6813,205.504
21077,Kentucky,Gallatin County,KY,8589,101.234
21079,Kentucky,Garrard County,KY,16912,230.077
21081,Kentucky,Grant County,KY,24662,257.965
21083,Kentucky,Graves County,KY,37121,551.743
21085,Kentucky,Grayson County,KY,25746,496.698
21087,Kentucky,Green County,KY,11258,286.034
21089,Kentucky,Greenup County,KY,36910,344.397
21091,Kentucky,Hancock County,KY,8565,187.652
21093,Kentucky,Hardin County,KY,105543,623.278
21095,Kentucky,Harlan County,KY,29278,465.828
21097,Kentucky,Harrison County,KY,18846,306.364
21099,Kentucky,Hart County,KY,18199,412.086
21101,Kentucky,Henderson County,KY,46250,436.669
21103,Kentucky,Henry County,KY,15416,286.276
21105,Kentucky,Hickman County,KY,4902,242.274
21107,Kentucky,Hopkins County,KY,46920,541.995
21109,Kentucky,Jackson County,KY,13494,345.201
21111,Kentucky,Jefferson County,KY,741096,380.416
21113,Kentucky,Jessamine County,KY,48586,172.116
21115,Kentucky,Johnson County,KY,23356,261.953
21117,Kentucky,Kenton County,KY,159720,160.25
21119,Kentucky,Knott County,KY,16346,351.518
21121,Kentucky,Knox County,KY,31883,386.297
21123,Kentucky,Larue County,KY,14193,261.519
21125,Kentucky,Laurel County,KY,58849,433.953
21127,Kentucky,Lawrence County,KY,15860,415.595
21129,Kentucky,Lee County,KY,7887,208.857
21131,Kentucky,Leslie County,KY,11310,400.844
21133,Kentucky,Letcher County,KY,24519,337.914
21135,Kentucky,Lewis County,KY,13870,482.836
21137,Kentucky,Lincoln County,KY,24742,334.095
21139,Kentucky,Livingston County,KY,9519,313.127
21141,Kentucky,Logan County,KY,26835,552.131
21143,Kentucky,Lyon County,KY,8314,213.84
21145,Kentucky,McCracken County,KY,65565,248.744
21147,Kentucky,McCreary County,KY,18306,426.803
21149,Kentucky,McLean County,KY,9531,252.474
21151,Kentucky,Madison County,KY,82916,437.293
21153,Kentucky,Magoffin County,KY,13333,308.444
21155,Kentucky,Marion County,KY,19820,343.008
21157,Kentucky,Marshall County,KY,31448,301.253
21159,Kentucky,Martin County,KY,12929,229.605
21161,Kentucky,Mason County,KY,17490,240.128
21163,Kentucky,Meade County,KY,28602,305.423
21165,Kentucky,Menifee County,KY,6306,203.585
21167,Kentucky,Mercer County,KY,21331,248.797
21169,Kentucky,Metcalfe County,KY,10099,289.645
21171,Kentucky,Monroe County,KY,10963,329.373
21173,Kentucky,Montgomery County,KY,26499,197.366
21175,Kentucky,Morgan County,KY,13923,381.127
21177,Kentucky,Muhlenberg County,KY,31499,467.079
21179,Kentucky,Nelson County,KY,43437,417.512
21181,Kentucky,Nicholas County,KY,7135,195.171
21183,Kentucky,Ohio County,KY,23842,587.274
21185,Kentucky,Oldham County,KY,60316,187.218
21187,Kentucky,Owen County,KY,10841,351.103
21189,Kentucky,Owsley County,KY,4755,197.407
21191,Kentucky,Pendleton County,KY,14877,277.157
21193,Kentucky,Perry County,KY,28712,339.67
21195,Kentucky,Pike County,KY,65024,786.833
21197,Kentucky,Powell County,KY,12613,178.979
21199,Kentucky,Pulaski County,KY,63063,658.408
21201,Kentucky,Robertson County,KY,2282,99.911
21203,Kentucky,Rockcastle County,KY,17056,316.545
21205,Kentucky,Rowan County,KY,23333,279.795
21207,Kentucky,Russell County,KY,17565,253.657
21209,Kentucky,Scott County,KY,47173,281.766
21211,Kentucky,Shelby County,KY,42074,379.636
21213,Kentucky,Simpson County,KY,17327,234.204
21215,Kentucky,Spencer County,KY,17061,186.677
21217,Kentucky,Taylor County,KY,24512,266.327
21219,Kentucky,Todd County,KY,12460,374.496
21221,Kentucky,Trigg County,KY,14339,441.433
21223,Kentucky,Trimble County,KY,8809,151.648
21225,Kentucky,Union County,KY,15007,342.849
21227,Kentucky,Warren County,KY,113792,541.6
21229,Kentucky,Washington County,KY,11717,297.266
21231,Kentucky,Wayne County,KY,20813,458.17
21233,Kentucky,Webster County,KY,13621,331.943
21235,Kentucky,Whitley County,KY,35637,437.83
21237,Kentucky,Wolfe County,KY,7355,222.171
21239,Kentucky,Woodford County,KY,24939,188.784
22001,Louisiana,Acadia Parish,LA,61773,655.119
22003,Louisiana,Allen Parish,LA,25764,761.847
22005,Louisiana,Ascension Parish,LA,107215,289.981
22007,Louisiana,Assumption Parish,LA,23421,338.658
22009,Louisiana,Avoyelles Parish,LA,42073,832.434
22011,Louisiana,Beauregard Parish,LA,35654,1157.342
22013,Louisiana,Bienville Parish,LA,14353,811.268
22015,Louisiana,Bossier Parish,LA,116979,840.057
22017,Louisiana,Caddo Parish,LA,254969,878.539
22019,Louisiana,Calcasieu Parish,LA,192768,1063.659
22021,Louisiana,Caldwell Parish,LA,10132,529.425
22023,Louisiana,Cameron Parish,LA,6839,1284.887
22025,Louisiana,Catahoula Parish,LA,10407,708.03
22027,Louisiana,Claiborne Parish,LA,17195,754.878
22029,Louisiana,Concordia Parish,LA,20822,696.92
22031,Louisiana,De Soto Parish,LA,26656,875.579
22033,Louisiana,East Baton Rouge Parish,LA,440171,455.374
22035,Louisiana,East Carroll Parish,LA,7759,420.704
22037,Louisiana,East Feliciana Parish,LA,20267,453.41
22039,Louisiana,Evangeline Parish,LA,33984,662.378
22041,Louisiana,Franklin Parish,LA,20767,624.585
22043,Louisiana,Grant Parish,LA,22309,643.026
22045,Louisiana,Iberia Parish,LA,73240,574.111
22047,Louisiana,Iberville Parish,LA,33387,618.627
22049,Louisiana,Jackson Parish,LA,16274,569.183
22051,Louisiana,Jefferson Parish,LA,432552,295.632
22053,Louisiana,Jefferson Davis Parish,LA,31594,651.328
22055,Louisiana,Lafayette Parish,LA,221578,268.72
22057,Louisiana,Lafourche Parish,LA,96318,1068.214
22059,Louisiana,La Salle Parish,LA,14890,624.684
22061,Louisiana,Lincoln Parish,LA,46735,471.742
